age,emptype,fnlwgt,educ,marital,attached,occupation,sex,capitalgain,capitalloss,hrperweek,income
3,2,32214,3,1,1,Admclerical,1,1,1,2,1
2,1,125927,1,1,1,Farmingfishing,1,1,1,2,1
1,2,446839,2,2,1,Sales,1,1,1,1,1
4,2,159937,2,1,1,Sales,1,1,1,3,1
3,2,343591,2,2,1,Craftrepair,2,5,1,2,2
4,2,346253,2,2,1,Sales,2,1,1,1,1
4,1,268234,2,1,1,Protectiveserv,1,1,1,2,2
2,2,202051,4,1,1,Profspecialty,1,1,1,3,1
2,2,54334,1,2,1,Sales,1,1,1,2,1
3,1,410867,4,2,1,Profspecialty,2,1,1,3,2
4,2,249977,3,1,1,Profspecialty,1,1,1,2,1
2,2,286730,2,2,1,Craftrepair,2,1,1,2,1
2,1,226296,3,1,1,Protectiveserv,1,1,1,2,2
2,1,115585,2,2,1,Handlerscleaners,1,1,1,3,1
4,2,191277,4,1,1,Profspecialty,1,1,4,4,2
2,2,202683,2,1,1,Sales,1,1,1,3,2
4,2,124191,4,1,1,Execmanagerial,1,1,1,2,2
3,2,198282,3,1,1,Execmanagerial,1,5,1,4,2
3,2,149116,4,2,1,Profspecialty,2,1,1,3,1
1,2,188300,2,2,1,Techsupport,2,1,1,2,1
2,2,103432,2,2,1,Craftrepair,1,1,1,2,1
2,2,317660,2,1,1,Craftrepair,1,4,1,2,2
2,2,194901,1,2,1,Handlerscleaners,1,1,1,2,1
2,1,189265,2,2,1,Admclerical,2,1,1,2,1
3,2,124692,2,1,1,Handlerscleaners,1,1,1,2,1
3,2,65324,4,1,1,Profspecialty,1,1,1,2,2
1,2,377869,2,1,1,Sales,2,3,1,1,1
2,2,102864,2,2,1,Machineopinspct,2,1,1,2,1
4,2,95647,1,1,1,Handlerscleaners,1,1,1,3,1
4,2,303090,2,1,1,Sales,1,1,1,3,1
4,2,247552,2,1,1,Sales,1,1,1,3,1
1,2,102632,2,2,1,Craftrepair,1,1,1,2,1
3,2,118853,3,1,1,Execmanagerial,1,1,1,4,1
2,1,267989,3,1,1,Profspecialty,1,1,1,3,2
3,2,287828,3,1,1,Execmanagerial,2,1,1,2,2
1,2,111697,2,2,1,Admclerical,2,1,3,1,1
2,2,114937,3,1,1,Admclerical,1,1,1,2,2
3,2,365739,2,2,1,Craftrepair,1,1,1,2,1
1,2,69621,3,2,1,Sales,2,1,1,4,1
3,2,120985,2,1,1,Craftrepair,1,3,1,1,1
2,2,254202,3,1,1,Sales,1,1,1,3,1
3,2,56920,2,1,1,Craftrepair,1,1,1,4,1
1,2,163127,3,1,1,Admclerical,2,1,1,1,1
1,2,34310,2,2,1,Sales,1,1,1,1,1
4,2,66614,2,1,1,Craftrepair,1,1,1,2,1
1,2,232782,2,2,1,Sales,2,1,1,2,1
3,2,196584,3,2,1,Profspecialty,2,1,2,2,2
4,2,181232,1,1,1,Craftrepair,1,1,5,2,1
2,2,198183,2,2,1,Admclerical,2,1,1,2,1
1,2,296158,2,2,1,Craftrepair,1,1,1,1,1
4,2,187715,2,1,1,Craftrepair,1,1,1,3,1
1,2,214542,3,2,1,Handlerscleaners,1,1,1,2,1
2,2,191535,2,2,1,Craftrepair,1,1,1,4,1
3,2,201080,4,1,1,Sales,1,1,1,2,2
3,1,235485,3,2,1,Execmanagerial,1,1,1,2,1
3,1,102628,4,2,1,Protectiveserv,1,1,1,2,1
1,2,25828,1,2,1,Handlerscleaners,1,1,1,1,1
4,1,54826,3,2,1,Profspecialty,2,1,1,1,1
1,1,175325,2,1,1,Protectiveserv,1,1,1,2,1
4,2,96062,2,1,1,Sales,1,1,4,2,2
1,2,428030,3,2,1,Craftrepair,1,1,1,3,1
1,1,149624,3,1,1,Profspecialty,1,1,1,2,2
1,2,253814,2,1,2,Sales,2,1,1,1,1
2,2,37274,3,1,1,Profspecialty,1,1,1,4,1
3,2,114580,2,2,1,Admclerical,2,1,1,2,1
2,1,29054,2,1,1,Admclerical,1,1,1,2,2
3,2,143129,3,2,1,Execmanagerial,2,1,1,2,1
2,2,99928,4,1,1,Profspecialty,2,1,1,3,1
4,1,109567,4,1,1,Profspecialty,1,1,1,1,2
1,2,159567,2,1,1,Machineopinspct,1,1,1,2,1
3,2,120939,2,1,1,Techsupport,1,1,1,3,1
3,1,130760,3,1,1,Techsupport,1,1,1,1,1
2,2,99374,2,2,1,Craftrepair,1,1,1,2,1
3,1,56795,4,2,1,Execmanagerial,2,4,1,3,2
1,2,32921,2,2,1,Sales,1,1,1,2,1
1,2,397317,4,2,1,Profspecialty,2,1,3,2,1
4,2,259323,3,1,1,Execmanagerial,1,1,1,3,2
3,1,254817,2,2,1,Profspecialty,2,1,2,2,1
2,1,48211,2,2,1,Admclerical,2,1,1,1,1
1,2,140164,1,2,1,Sales,2,1,1,2,1
2,2,36270,2,2,1,Craftrepair,1,1,1,4,1
4,2,210563,2,1,1,Sales,2,5,1,1,2
1,2,65368,1,2,1,Sales,2,1,1,1,1
2,2,208358,2,1,1,Craftrepair,1,1,1,2,2
4,2,125417,1,1,1,Machineopinspct,1,1,1,2,2
4,2,313321,3,2,1,Sales,2,1,1,2,1
3,2,109434,3,1,1,Profspecialty,1,1,1,3,1
1,2,255004,1,2,1,Craftrepair,1,1,1,2,1
2,2,197860,2,1,1,Handlerscleaners,1,1,1,2,1
4,1,140359,1,2,1,Machineopinspct,2,1,1,1,1
1,2,243313,2,2,1,Sales,2,1,1,2,1
4,2,167687,2,1,1,Farmingfishing,1,2,1,3,1
4,2,176796,2,2,1,Admclerical,2,1,1,2,1
1,2,159732,2,2,1,Admclerical,1,1,1,2,1
1,2,76714,4,2,1,Profspecialty,1,1,1,3,2
3,1,170525,2,2,1,Admclerical,2,1,1,1,1
3,1,115076,4,1,1,Execmanagerial,1,1,1,4,2
1,2,115458,2,2,1,Transportmoving,1,1,1,2,1
3,2,347890,3,1,1,Profspecialty,1,1,1,2,2
1,1,273905,3,1,1,Protectiveserv,1,1,1,3,1
3,2,179488,2,2,1,Craftrepair,1,1,3,2,1
4,2,236596,2,1,1,Admclerical,1,1,1,3,2
3,2,207578,3,1,1,Techsupport,1,1,4,4,2
3,2,112763,4,1,1,Profspecialty,2,1,1,2,2
1,1,27382,2,2,1,Admclerical,1,1,1,2,1
4,2,259014,2,2,1,Transportmoving,1,1,1,1,1
3,2,187666,3,2,1,Execmanagerial,2,1,1,3,1
4,2,204518,1,2,1,Craftrepair,1,1,1,2,1
2,2,150042,3,2,1,Profspecialty,2,1,1,2,1
3,2,98092,2,1,1,Sales,1,1,1,4,1
4,2,146013,2,1,1,Sales,1,3,1,2,1
1,2,378322,1,1,1,Craftrepair,1,1,1,2,1
4,2,21174,2,1,1,Execmanagerial,1,1,1,2,2
2,2,185480,3,2,1,Profspecialty,2,1,1,3,1
2,2,222205,2,1,1,Craftrepair,2,1,1,2,2
4,2,69867,2,1,1,Execmanagerial,1,1,1,2,2
4,2,30653,4,1,1,Farmingfishing,1,2,1,5,1
1,1,209109,4,2,1,Profspecialty,1,1,1,1,1
2,2,70377,2,2,1,Profspecialty,2,1,1,2,1
3,2,170924,2,1,1,Craftrepair,1,3,1,2,2
2,2,190174,2,2,1,Execmanagerial,2,1,1,2,1
1,2,193787,2,2,1,Techsupport,2,1,1,2,1
1,2,279472,2,1,1,Machineopinspct,2,3,1,3,2
3,1,97688,2,1,1,Craftrepair,1,3,1,2,2
4,2,173960,3,2,1,Profspecialty,2,1,1,2,1
1,2,205759,2,2,1,Handlerscleaners,1,1,1,2,1
4,1,425161,4,1,1,Sales,1,5,1,2,2
3,2,220531,4,1,1,Profspecialty,1,1,1,4,2
1,2,371987,3,2,1,Execmanagerial,2,1,1,2,1
2,2,200352,3,1,1,Profspecialty,1,1,1,3,1
2,2,127595,2,2,1,Profspecialty,2,1,1,2,1
2,1,220419,3,2,1,Protectiveserv,1,1,1,3,1
1,2,231931,2,2,1,Sales,1,1,1,3,1
4,2,111095,2,1,1,Transportmoving,1,1,1,1,1
2,2,57424,3,2,1,Sales,2,1,1,4,1
1,2,278130,2,2,1,Craftrepair,1,1,1,2,1
3,2,169469,2,2,1,Sales,1,1,1,5,1
4,2,146268,3,1,1,Admclerical,1,4,1,2,2
2,2,217460,2,1,1,Transportmoving,1,1,1,3,2
4,2,238638,2,1,1,Sales,1,3,1,2,2
3,2,173321,2,2,1,Admclerical,2,1,1,2,1
1,2,193945,3,2,1,Techsupport,1,1,1,3,1
3,2,83082,3,2,1,Profspecialty,2,1,1,1,1
2,2,193815,3,1,1,Admclerical,1,1,1,2,2
3,2,34987,2,1,1,Farmingfishing,1,1,1,3,2
1,2,59306,3,2,1,Sales,1,1,1,2,1
1,2,199698,2,2,1,Sales,1,1,1,1,1
1,2,191954,2,2,1,Machineopinspct,1,1,1,2,1
4,2,138714,2,1,1,Sales,1,1,1,2,1
2,2,423158,2,2,1,Techsupport,2,1,1,2,1
3,2,174308,2,1,1,Execmanagerial,1,1,1,2,1
3,2,50356,2,1,1,Craftrepair,1,1,2,3,1
2,2,186110,2,2,1,Transportmoving,1,1,1,3,1
2,2,200381,1,2,1,Execmanagerial,2,1,1,2,1
4,2,174309,4,1,1,Craftrepair,1,1,1,1,1
4,2,78383,2,1,1,Farmingfishing,1,1,1,3,1
3,2,187728,2,1,1,Profspecialty,2,1,3,3,2
4,2,321171,2,1,1,Handlerscleaners,1,1,1,2,1
4,2,127921,2,2,1,Transportmoving,1,2,1,3,1
1,2,224563,3,2,1,Admclerical,1,1,1,2,1
4,1,98545,1,1,1,Admclerical,1,1,1,2,1
4,2,242606,2,1,1,Transportmoving,1,1,1,2,1
4,2,71195,4,2,1,Profspecialty,1,1,1,4,1
1,2,94936,3,2,1,Sales,1,1,1,2,1
3,2,296478,3,1,1,Craftrepair,1,3,1,2,2
2,1,119272,2,1,1,Protectiveserv,1,3,1,2,2
2,2,85043,2,2,1,Farmingfishing,1,1,1,1,1
3,2,241895,3,2,1,Sales,1,1,1,2,1
2,2,156464,3,2,1,Profspecialty,1,1,1,1,1
2,2,117963,3,1,1,Execmanagerial,1,1,1,2,2
2,2,111363,3,1,1,Execmanagerial,1,1,1,2,2
3,1,329752,1,1,1,Transportmoving,1,1,1,1,1
3,1,95432,2,1,1,Admclerical,1,1,1,2,2
3,2,96129,3,1,1,Techsupport,1,1,1,2,2
3,2,111949,2,1,1,Admclerical,2,1,1,1,1
4,2,270092,4,1,1,Profspecialty,1,1,1,2,2
3,2,180609,3,1,1,Transportmoving,1,1,1,3,1
3,2,174575,3,2,1,Execmanagerial,1,1,2,3,2
1,2,410439,2,1,2,Sales,1,1,1,3,1
1,2,92262,2,1,1,Craftrepair,1,1,1,2,1
4,2,183081,2,1,1,Sales,1,1,1,3,1
1,2,362589,3,2,1,Sales,2,1,1,1,1
4,2,212448,3,2,1,Execmanagerial,2,1,1,3,2
3,2,481060,2,2,1,Sales,2,1,1,2,1
1,1,185885,2,2,1,Admclerical,2,1,1,1,1
3,1,184018,3,1,1,Machineopinspct,1,1,1,1,2
1,1,350845,2,2,1,Admclerical,2,1,1,1,1
2,2,267404,2,1,1,Craftrepair,2,1,1,2,1
1,2,35633,2,2,1,Sales,1,1,1,2,1
3,2,80914,4,2,1,Execmanagerial,1,1,1,1,1
3,2,172927,2,1,1,Sales,1,1,1,3,1
4,2,174319,2,2,1,Transportmoving,1,1,1,2,1
3,2,214955,1,2,1,Craftrepair,2,1,5,3,1
1,2,344991,2,1,1,Craftrepair,1,1,1,2,1
3,2,108699,2,2,1,Sales,2,1,1,2,1
2,1,117312,2,1,1,Transportmoving,2,1,1,2,1
2,2,134152,2,2,1,Machineopinspct,1,1,1,2,1
3,2,162028,2,1,1,Admclerical,2,1,5,1,2
1,2,25429,2,2,1,Admclerical,2,1,1,1,1
1,2,301302,3,2,1,Craftrepair,1,1,1,3,1
3,2,277946,3,2,1,Craftrepair,1,1,1,2,1
3,2,115562,2,1,1,Techsupport,1,1,1,2,1
3,2,96975,2,2,1,Handlerscleaners,2,1,1,2,1
1,2,86872,3,1,1,Execmanagerial,1,1,1,3,2
4,2,132178,3,1,1,Execmanagerial,1,1,1,3,2
1,2,416103,2,2,1,Handlerscleaners,1,1,1,2,1
4,1,288353,3,1,1,Protectiveserv,1,1,1,2,2
2,2,227689,3,2,1,Techsupport,2,1,1,4,1
3,2,445382,4,1,1,Execmanagerial,1,1,4,4,2
1,2,110145,2,1,1,Admclerical,1,1,1,2,1
3,2,317253,2,1,1,Craftrepair,1,1,1,1,1
2,2,364657,2,1,1,Execmanagerial,1,1,1,3,1
2,2,118500,2,2,1,Execmanagerial,2,1,1,2,1
3,2,188386,4,1,1,Execmanagerial,1,5,1,4,2
2,1,1033222,2,1,1,Machineopinspct,1,1,1,2,1
2,2,92440,1,2,1,Craftrepair,1,1,1,3,2
2,1,240283,2,2,1,Transportmoving,2,1,1,2,1
1,2,61777,2,1,1,Sales,1,1,1,1,1
1,2,175024,1,2,1,Handlerscleaners,1,2,1,1,1
2,1,92003,3,1,1,Execmanagerial,2,1,1,2,2
2,2,188401,2,2,1,Farmingfishing,1,1,1,2,1
2,2,228528,1,2,1,Craftrepair,2,1,1,1,1
1,2,133373,2,1,1,Transportmoving,1,1,1,4,1
2,1,255191,4,2,1,Profspecialty,1,1,2,2,1
4,2,222289,2,1,1,Execmanagerial,1,1,1,2,2
3,1,287480,4,1,1,Profspecialty,1,1,1,2,1
3,2,204116,3,1,2,Profspecialty,2,2,1,2,1
2,2,208405,4,1,1,Profspecialty,1,1,1,3,2
2,1,117018,2,2,1,Protectiveserv,2,1,1,2,1
1,2,81281,2,1,1,Admclerical,1,1,1,2,1
3,1,340148,2,1,1,Admclerical,2,1,1,2,1
2,2,363425,3,2,1,Profspecialty,1,1,1,2,1
3,2,45857,2,2,1,Admclerical,2,1,1,1,1
3,2,116632,2,1,1,Profspecialty,1,1,1,2,2
1,2,298227,2,2,1,Sales,1,1,1,1,1
1,2,146538,2,1,1,Machineopinspct,1,1,1,2,1
3,2,197332,2,1,1,Craftrepair,1,1,1,3,2
4,2,245062,2,1,1,Craftrepair,1,1,1,2,2
3,2,234885,2,1,1,Sales,2,1,1,2,2
2,2,180374,2,1,1,Execmanagerial,2,1,1,2,1
1,2,54012,2,1,1,Transportmoving,1,1,1,4,1
3,2,116632,3,2,1,Farmingfishing,1,1,1,2,1
2,2,132601,3,1,1,Profspecialty,1,1,1,3,1
4,2,193374,1,1,2,Craftrepair,1,1,1,2,1
1,2,170070,3,2,1,Techsupport,2,1,1,1,1
2,2,126708,2,1,1,Admclerical,2,1,1,4,1
4,2,35598,2,2,1,Transportmoving,1,1,1,2,1
3,2,33983,2,1,1,Transportmoving,1,1,1,2,1
4,2,192776,4,1,1,Execmanagerial,1,1,4,3,2
2,2,118551,3,1,1,Techsupport,2,1,1,1,2
4,2,201965,2,2,1,Profspecialty,1,1,1,2,2
2,2,285020,2,2,1,Craftrepair,1,1,1,2,1
2,2,303990,2,2,1,Transportmoving,1,1,1,4,1
3,2,279196,3,2,1,Craftrepair,2,1,1,2,1
1,2,281432,2,2,1,Handlerscleaners,1,1,1,1,1
3,2,170721,2,1,1,Craftrepair,1,1,1,1,1
1,1,70100,3,2,1,Profspecialty,1,1,1,1,1
3,2,193626,2,1,2,Craftrepair,2,1,1,2,1
4,1,286967,2,1,1,Transportmoving,1,1,1,3,1
3,1,164427,3,2,1,Profspecialty,2,1,1,2,1
3,2,91039,3,1,1,Sales,1,5,1,4,2
3,1,371373,2,2,1,Admclerical,1,1,1,2,1
2,2,32220,3,2,1,Execmanagerial,2,1,1,4,1
2,2,187251,2,2,1,Profspecialty,2,1,1,1,1
2,2,178107,3,2,1,Craftrepair,1,1,1,1,1
3,2,343121,2,2,1,Admclerical,2,1,1,1,1
1,2,262749,2,2,1,Machineopinspct,1,1,1,2,1
1,2,64293,2,2,1,Profspecialty,2,1,1,1,1
4,1,114060,2,1,1,Transportmoving,1,1,1,2,1
4,2,48925,2,1,1,Admclerical,1,1,1,2,1
1,2,181054,3,2,1,Sales,2,1,1,2,1
1,2,249609,2,2,1,Protectiveserv,1,1,1,1,1
3,2,112131,2,1,1,Execmanagerial,1,1,1,2,1
4,2,141944,3,1,2,Handlerscleaners,1,1,2,2,1
2,2,37070,3,2,1,Craftrepair,1,1,1,3,1
2,2,337587,2,1,1,Profspecialty,1,1,1,3,2
1,2,189346,2,2,1,Craftrepair,1,1,1,3,1
2,2,108116,3,1,1,Profspecialty,1,1,1,3,2
3,2,99146,3,1,1,Execmanagerial,1,5,1,5,2
4,2,196232,2,1,1,Execmanagerial,1,4,1,3,2
2,1,186035,2,1,1,Techsupport,1,1,1,3,2
3,2,177905,2,2,1,Machineopinspct,1,1,1,3,2
1,2,85812,2,1,1,Sales,2,1,1,2,1
3,2,221172,3,1,1,Execmanagerial,1,1,1,2,2
4,2,99183,2,2,1,Admclerical,2,1,1,1,1
3,2,190387,2,1,1,Craftrepair,1,1,1,3,1
3,2,202692,4,1,1,Profspecialty,1,1,1,2,1
1,2,108658,2,2,1,Machineopinspct,1,1,1,2,1
3,2,101739,3,1,1,Execmanagerial,2,1,1,3,2
4,2,231559,4,1,1,Profspecialty,1,5,1,3,2
3,1,207853,1,1,1,Techsupport,1,1,1,3,1
2,2,102345,3,2,1,Craftrepair,1,1,1,2,1
2,2,41493,3,2,1,Farmingfishing,2,1,1,3,1
3,2,210525,2,1,1,Transportmoving,1,1,1,2,1
2,2,133937,4,2,1,Profspecialty,1,1,1,2,1
2,2,237903,2,2,1,Handlerscleaners,2,1,1,2,1
1,2,163862,2,2,1,Transportmoving,1,1,1,2,1
1,2,201872,2,1,1,Sales,1,1,1,3,1
2,2,84179,2,2,1,Handlerscleaners,2,1,1,3,1
2,1,233327,2,1,1,Protectiveserv,1,1,1,2,1
1,2,259510,2,2,1,Handlerscleaners,1,1,1,1,1
1,2,184831,2,2,1,Craftrepair,1,1,1,2,1
3,2,245724,2,2,1,Execmanagerial,1,1,1,3,1
4,2,205343,1,2,1,Admclerical,2,1,1,2,1
4,2,136218,1,2,1,Machineopinspct,2,1,1,2,1
2,2,54576,2,1,1,Machineopinspct,1,1,1,2,1
2,2,148291,2,1,1,Techsupport,2,1,1,1,1
1,2,114053,3,2,1,Transportmoving,1,1,1,3,1
4,2,212960,3,1,1,Sales,1,1,1,1,2
3,2,264052,2,1,1,Profspecialty,1,1,1,3,2
4,2,334273,3,1,1,Profspecialty,1,1,1,4,2
3,2,188436,4,1,1,Execmanagerial,1,3,1,3,1
2,2,110663,2,2,1,Craftrepair,1,1,1,1,1
3,2,87490,4,2,1,Execmanagerial,1,1,1,2,1
1,2,354351,2,2,1,Craftrepair,1,1,1,2,1
4,2,95469,2,1,1,Profspecialty,1,1,1,2,1
1,2,242718,1,2,1,Sales,1,1,1,1,1
2,2,22463,3,1,1,Craftrepair,1,1,4,2,2
1,2,158156,4,2,1,Profspecialty,2,1,1,4,1
2,2,350162,3,1,1,Execmanagerial,1,1,1,2,2
2,2,28738,3,2,1,Sales,2,1,1,1,1
4,1,283635,3,2,1,Profspecialty,2,1,1,2,1
1,2,86646,2,1,1,Craftrepair,1,1,1,3,1
4,2,69884,2,1,1,Sales,1,1,1,2,2
4,2,199713,2,1,1,Craftrepair,1,1,1,2,1
1,2,181659,2,1,1,Machineopinspct,1,1,1,2,1
2,2,340939,3,2,1,Techsupport,1,1,1,2,1
1,2,197747,2,2,1,Sales,2,1,1,1,1
2,2,34292,2,2,1,Admclerical,1,1,1,4,1
4,2,25826,1,1,1,Craftrepair,1,1,3,3,2
4,2,103948,3,2,1,Profspecialty,1,1,1,5,1
4,2,39352,1,2,1,Transportmoving,1,1,1,3,2
1,2,117789,3,2,1,Admclerical,2,1,1,2,1
1,2,267147,2,2,1,Sales,1,1,1,2,1
3,2,214242,4,1,1,Profspecialty,1,1,4,3,2
1,2,200408,2,2,1,Techsupport,1,2,1,2,1
4,2,136455,3,2,1,Profspecialty,2,1,1,3,1
2,2,239824,3,2,1,Techsupport,1,1,1,2,1
1,2,217039,2,2,1,Admclerical,1,1,1,1,1
2,2,194404,3,2,1,Farmingfishing,1,1,1,2,1
4,2,410114,4,1,1,Craftrepair,1,1,1,2,2
4,2,200853,4,2,1,Profspecialty,2,3,1,4,1
1,2,247564,2,2,1,Craftrepair,1,1,1,2,1
1,2,249909,2,1,1,Handlerscleaners,1,1,1,3,1
1,1,208122,3,2,1,Profspecialty,1,2,1,2,1
3,2,207824,2,2,1,Handlerscleaners,1,1,1,4,1
4,2,114117,2,1,1,Execmanagerial,1,1,1,1,1
4,2,51048,3,1,1,Sales,1,1,1,3,1
3,2,102388,4,1,1,Profspecialty,1,5,1,3,2
1,2,190483,3,2,1,Sales,2,1,1,1,1
2,2,34383,3,1,1,Transportmoving,1,1,1,3,1
2,2,153614,2,1,1,Sales,1,1,1,3,2
3,2,267556,2,1,1,Sales,1,1,1,4,1
2,2,205469,2,1,1,Execmanagerial,1,1,1,2,2
4,2,268090,3,1,1,Sales,1,1,1,1,2
3,2,154374,2,1,1,Craftrepair,1,5,1,4,2
4,2,35723,2,1,1,Craftrepair,1,1,1,4,1
1,2,226181,3,2,1,Handlerscleaners,1,1,1,2,1
2,2,175697,3,1,1,Execmanagerial,1,5,1,4,2
4,2,289436,4,1,1,Profspecialty,1,1,1,4,2
1,2,75654,2,2,1,Craftrepair,1,1,1,3,1
4,2,199378,2,1,1,Craftrepair,1,1,1,2,1
1,2,160968,2,2,1,Handlerscleaners,1,1,1,2,1
2,2,188563,2,1,1,Sales,1,3,1,3,2
2,2,55849,2,1,1,Craftrepair,1,1,1,3,1
4,2,195322,4,2,1,Profspecialty,1,1,1,2,2
2,1,402089,2,2,1,Admclerical,2,1,1,2,1
4,2,78277,2,1,1,Craftrepair,1,1,1,1,1
2,1,169496,3,1,1,Techsupport,1,1,1,2,2
3,1,143774,2,2,1,Execmanagerial,2,1,1,3,1
1,2,288341,2,2,1,Machineopinspct,2,1,1,1,1
2,2,106742,2,1,1,Craftrepair,1,1,1,3,1
3,2,219288,1,1,1,Craftrepair,1,1,1,1,1
3,2,174524,2,1,1,Machineopinspct,1,1,1,2,2
2,2,261293,4,2,1,Sales,1,1,1,4,1
1,2,111900,2,2,1,Profspecialty,1,1,1,2,1
3,1,194360,4,2,1,Profspecialty,1,1,1,1,1
1,2,81145,2,2,1,Sales,2,1,1,1,1
3,2,341204,3,2,1,Profspecialty,2,4,1,2,2
1,1,249362,2,1,1,Transportmoving,1,2,1,2,1
1,2,172146,1,2,1,Machineopinspct,1,1,3,2,1
4,1,110457,2,2,1,Execmanagerial,1,1,1,2,1
1,2,368700,1,2,1,Farmingfishing,1,1,1,1,1
2,2,182556,3,1,1,Execmanagerial,1,1,1,2,2
4,2,219420,2,1,1,Sales,1,1,1,3,2
1,2,240817,2,2,1,Sales,2,2,1,2,1
2,2,125457,2,2,1,Craftrepair,1,1,1,3,1
4,2,204021,2,2,1,Execmanagerial,1,1,1,3,1
2,1,92262,2,2,1,Protectiveserv,1,1,1,3,1
2,2,190290,2,1,1,Craftrepair,1,1,1,2,2
1,1,59342,1,2,1,Admclerical,2,1,1,1,1
2,2,136721,2,2,1,Execmanagerial,2,1,1,2,1
3,1,86644,3,1,1,Profspecialty,2,1,1,3,1
4,1,113000,2,1,1,Farmingfishing,1,1,1,2,1
3,2,262425,2,1,1,Profspecialty,1,1,1,3,1
1,2,316702,2,2,1,Profspecialty,1,1,1,1,1
1,1,335453,3,2,1,Techsupport,2,1,1,1,1
2,2,203628,4,2,1,Profspecialty,1,1,1,4,2
2,2,118710,4,1,1,Techsupport,1,1,4,2,2
1,2,475028,2,2,1,Sales,2,1,1,1,1
2,1,110866,3,2,1,Profspecialty,1,1,1,3,1
1,2,163870,2,2,1,Handlerscleaners,1,1,1,1,1
2,2,80145,2,1,1,Craftrepair,1,1,1,2,1
3,2,295566,4,2,1,Profspecialty,2,5,1,4,2
3,2,63042,3,2,1,Execmanagerial,2,1,1,3,2
4,2,177665,2,1,1,Craftrepair,1,1,1,1,1
1,2,296450,3,1,1,Profspecialty,1,1,1,2,1
3,2,144995,3,1,1,Techsupport,1,3,1,2,1
2,2,194141,2,1,1,Machineopinspct,1,1,1,2,1
1,1,378418,2,2,1,Techsupport,2,1,1,2,1
1,2,214399,2,2,1,Sales,2,1,1,1,1
2,2,217460,3,1,1,Execmanagerial,1,1,1,3,2
3,2,125831,2,1,1,Craftrepair,1,1,5,4,1
2,2,271328,3,2,1,Profspecialty,1,3,1,2,1
4,1,50459,2,1,1,Execmanagerial,1,1,1,2,2
3,2,162140,3,1,1,Execmanagerial,1,3,1,3,2
3,2,111502,2,1,1,Sales,2,1,1,2,1
